,event_type,onset,duration,trial_jump
0,condition_start,65.78742309997324,,
1,occluded_forward_jump,65.90917909995187,0.22280620003584772,1.0
2,occluded_backward_jump,66.82724059990142,0.49387800006661564,-1.0
3,occluded_backward_jump,67.70332879992202,0.2502915000077337,-0.8585125026408056
4,occluded_forward_jump,68.3376900999574,0.7895469999639317,0.8585125026408056
5,occluded_forward_jump,69.80528159998357,1.83573539997451,1.0
6,occluded_forward_jump,72.8931503999047,0.6947711000684649,1.0
7,occluded_backward_jump,74.43897689995356,1.0751129999989644,-1.0
8,occluded_backward_jump,75.74056239996571,0.015814799931831658,-1.0
9,occluded_backward_jump,76.12733339995611,0.5847272999817505,-1.0
10,occluded_backward_jump,77.04582229990046,1.4811191000044346,-1.0
11,occluded_backward_jump,78.70683619996998,0.0025319999549537897,-1.0
12,occluded_backward_jump,79.07331469992641,0.028875599964521825,-1.0
13,occluded_backward_jump,79.40810669993516,0.002462000004015863,-1.0
14,occluded_forward_jump,79.44456769991666,0.01500999997369945,1.0
15,occluded_backward_jump,79.88749189989176,1.413057200028561,-1.0
16,occluded_backward_jump,81.47838409990072,0.0024139999877661467,-1.0
17,occluded_backward_jump,81.75333819992375,1.3796026000054553,-1.0
18,occluded_forward_jump,83.38673899997957,0.6371068999869749,1.0
19,occluded_backward_jump,84.70453779993113,1.3712512999773026,-1.0
20,occluded_backward_jump,86.23671450000256,1.3670670998981223,-1.0
21,occluded_forward_jump,87.8902531999629,0.3680656999349594,1.0
22,occluded_backward_jump,88.82491549989209,0.008810000028461218,-1.0
23,occluded_backward_jump,89.23487709998153,0.23732899990864098,-1.0
24,occluded_forward_jump,89.75202939996962,0.015828899922780693,1.0
25,occluded_forward_jump,90.16961959993932,0.5052813000511378,1.0
26,occluded_backward_jump,91.38184739998542,0.003955199965275824,-1.0
27,occluded_forward_jump,91.91960539994761,0.002727000042796135,1.0
28,occluded_forward_jump,92.50888109998778,0.947216899949126,1.0
29,occluded_backward_jump,94.40756479999982,2.340030699968338,-1.0
30,occluded_backward_jump,97.28374709992204,0.0025456000585108995,-1.0
31,occluded_backward_jump,97.58773299993481,0.00279880000744015,-1.0
32,occluded_forward_jump,97.95116929989308,0.8818745000753552,1.0
33,occluded_forward_jump,99.5704068999039,1.1383272000821307,1.0
34,occluded_forward_jump,101.34845319995657,0.0025997000047937036,1.0
35,occluded_backward_jump,101.747469099937,0.8790693000191823,-1.0
36,occluded_backward_jump,102.91517870000098,0.09027049993164837,-1.0
37,occluded_backward_jump,103.3468639999628,0.015637099975720048,-1.0
38,occluded_forward_jump,103.84630819992162,0.0027329999720677733,1.0
39,occluded_backward_jump,104.17341509996913,1.315690099960193,-1.0
40,occluded_forward_jump,105.76968989998568,0.01150009990669787,1.0
41,occluded_backward_jump,106.12832319992594,0.6862700000638142,-1.0
