,time,video_jump,response_speed,response_type,quest_threshold,quest_sd
0,25.976991799892858,0.5,-30.228838299866766,missed,0.41574208257602246,0.167628114344926
1,27.262757499935105,0.3,-31.64758659992367,correct rejection,0.38726622401635435,0.16388965426379898
2,28.763830499956384,0.4309571228045095,-33.083734299987555,missed,0.4755788441632365,0.14343957301404206
3,30.2305777000729,0.40007901090568543,-34.532392099965364,missed,0.5481961639230464,0.13008995118056232
4,31.832331199897453,0.4827569462280843,-36.198515199823305,correct rejection,0.5279252769641345,0.1263663922023424
5,33.36652379995212,0.5531273364194277,-37.768537499941885,correct rejection,0.5087238826688885,0.12271152162829618
6,34.573983300011605,0.5315088716304395,-39.23482309980318,correct rejection,0.4905407731558372,0.11931224687186638
7,35.81911420007236,0.5116063469258073,-40.270666499855,missed,0.5437393734488871,0.11247990077328529
8,37.20390359987505,0.493308218727181,-41.487785700010136,correct rejection,0.5275961933539781,0.10860041303956545
